## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
395495	core	Leptothrix cholodnii	Leptothrix cholodnii SP-6
395961	periphery	Cyanothece sp. PCC7425	Cyanothece sp. PCC7425
395963	core	Beijerinckia indica	Beijerinckia indica subsp. indica ATCC9039
395964	periphery	Methylocapsa acidiphila	Methylocapsa acidiphila B2
395965	core	Methylocella silvestris	Methylocella silvestris BL2
396014	core	Brachybacterium phenoliresistens	Brachybacterium phenoliresistens
396513	core	Staphylococcus carnosus	Staphylococcus carnosus subsp. carnosus TM300
396588	periphery	Thioalkalivibrio sulfidiphilus	Thioalkalivibrio sulfidiphilus HL-EbGr7
396595	core	Thioalkalivibrio sp. K90mix	Thioalkalivibrio sp. K90mix
397278	periphery	Marmoricola aequoreus	Marmoricola aequoreus
397287	periphery	Lachnospiraceae bacterium 284	Lachnospiraceae bacterium 28-4
397288	periphery	Lachnospiraceae bacterium 31	Lachnospiraceae bacterium 3-1
397290	periphery	Lachnospiraceae bacterium A2	Lachnospiraceae bacterium A2
397291	periphery	Lachnospiraceae bacterium A4	Lachnospiraceae bacterium A4
397945	periphery	Acidovorax citrulli	Acidovorax citrulli AAC00-1
397948	periphery	Caldivirga maquilingensis	Caldivirga maquilingensis IC-167
398511	periphery	Bacillus pseudofirmus	Bacillus pseudofirmus OF4
398512	core	Pseudobacteroides cellulosolvens	Pseudobacteroides cellulosolvens ATCC35603
398513	periphery	Bifidobacterium bifidum NCIMB41171	Bifidobacterium bifidum NCIMB 41171
398525	periphery	Bradyrhizobium elkanii USDA76	Bradyrhizobium elkanii USDA 76
398527	periphery	Burkholderia phytofirmans	Burkholderia phytofirmans PsJN
398578	core	Delftia acidovorans	Delftia acidovorans SPH-1
398579	periphery	Shewanella pealeana	Shewanella pealeana ATCC700345
398580	core	Dinoroseobacter shibae	Dinoroseobacter shibae DFL12
398720	core	Leeuwenhoekiella blandensis	Leeuwenhoekiella blandensis MED217
398767	periphery	Geobacter lovleyi	Geobacter lovleyi SZ
399549	periphery	Metallosphaera sedula	Metallosphaera sedula DSM5348
399550	core	Staphylothermus marinus	Staphylothermus marinus F1
399739	periphery	Pseudomonas mendocina ymp	Pseudomonas mendocina ymp
399741	core	Serratia proteamaculans	Serratia proteamaculans 568
399742	periphery	Enterobacter sp. 638	Enterobacter sp. 638
399795	core	Comamonas testosteroni KF1	Comamonas testosteroni KF-1
400668	core	Marinomonas sp. MWYL1	Marinomonas sp. MWYL1
400682	core	Amphimedon queenslandica	Amphimedon queenslandica
401053	core	Terriglobus saanensis	Terriglobus saanensis SP1PR4
401473	periphery	Bifidobacterium dentium	Bifidobacterium dentium Bd1
401526	core	Thermosinus carboxydivorans	Thermosinus carboxydivorans Nor1
402612	periphery	Flavobacterium psychrophilum	Flavobacterium psychrophilum JIP02/86
402626	core	Ralstonia pickettii 12J	Ralstonia pickettii 12J
402777	core	Kamptonema formosum	Kamptonema formosum PCC6407
402880	periphery	Methanococcus maripaludis C5	Methanococcus maripaludis C5
402881	core	Parvibaculum lavamentivorans	Parvibaculum lavamentivorans DS-1
403833	core	Petrotoga mobilis	Petrotoga mobilis SJ95
404380	periphery	Geobacter bemidjiensis	Geobacter bemidjiensis Bem
404589	periphery	Anaeromyxobacter sp. Fw1095	Anaeromyxobacter sp. Fw109-5
405566	periphery	Lactobacillus helveticus DPC4571	Lactobacillus helveticus DPC 4571
405948	core	Saccharopolyspora erythraea	Saccharopolyspora erythraea NRRL 2338
406124	periphery	Bacillus sp. m313	Bacillus sp. m3-13
406327	core	Methanococcus vannielii	Methanococcus vannielii SB
406552	periphery	Natrinema sp. J72	Natrinema sp. J7-2
406817	periphery	Xenorhabdus nematophila	Xenorhabdus nematophila ATCC19061
406818	core	Xenorhabdus bovienii	Xenorhabdus bovienii SS-2004
408672	periphery	Nocardioidaceae bacterium Broad1	Nocardioidaceae bacterium Broad-1
410358	periphery	Methanocorpusculum labreanum	Methanocorpusculum labreanum Z
410359	periphery	Pyrobaculum calidifontis	Pyrobaculum calidifontis JCM 11548
411154	core	Gramella forsetii	Gramella forsetii KT0803
411459	periphery	Ruminococcus obeum ATCC29174	Ruminococcus obeum ATCC29174
411460	periphery	Ruminococcus torques ATCC27756	Ruminococcus torques ATCC27756
411461	core	Dorea formicigenerans ATCC27755	Dorea formicigenerans ATCC27755
411462	core	Dorea longicatena DSM13814	Dorea longicatena DSM13814
411463	core	Eubacterium ventriosum	Eubacterium ventriosum ATCC27560
411464	periphery	Desulfovibrio piger	Desulfovibrio piger ATCC29098
411465	core	Parvimonas micra	Parvimonas micra ATCC33270
411466	periphery	Actinomyces odontolyticus	Actinomyces odontolyticus ATCC17982
411467	core	Pseudoflavonifractor capillosus	Pseudoflavonifractor capillosus ATCC29799
411468	periphery	Clostridium scindens	[Clostridium] scindens ATCC35704
411469	core	Eubacterium hallii	[Eubacterium] hallii DSM3353
411470	periphery	Ruminococcus gnavus	Ruminococcus gnavus ATCC29149
411471	core	Subdoligranulum variabile	Subdoligranulum variabile DSM15176
411473	periphery	Ruminococcus callidus	Ruminococcus callidus ATCC27760
411474	core	Coprococcus eutactus	Coprococcus eutactus ATCC27759
411476	periphery	Bacteroides ovatus	Bacteroides ovatus ATCC8483
411477	core	Parabacteroides merdae	Parabacteroides merdae ATCC43184
411479	periphery	Bacteroides uniformis	Bacteroides uniformis ATCC8492
411483	core	Faecalibacterium prausnitzii A2165	Faecalibacterium prausnitzii A2-165
411489	periphery	Clostridium sp. L250	Clostridium sp. L2-50
411490	core	Anaerostipes caccae	Anaerostipes caccae DSM14662
411684	core	Hoeflea phototrophica	Hoeflea phototrophica DFL-43
411901	periphery	Bacteroides caccae	Bacteroides caccae ATCC43185
411902	periphery	Clostridium bolteae	[Clostridium] bolteae ATCC BAA-613
412419	periphery	Borrelia duttonii	Borrelia duttonii Ly
412597	periphery	Paracoccus sp. TRP	Paracoccus sp. TRP
412965	periphery	Vesicomyosocius okutanii	Candidatus Vesicomyosocius okutanii HA
413404	core	Ruthia magnifica	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)
413816	periphery	Halorubrum halophilum	Halorubrum halophilum
414684	periphery	Rhodospirillum centenum	Rhodospirillum centenum SW
414996	core	Actinopolyspora erythraea	Actinopolyspora erythraea
415426	periphery	Hyperthermus butylicus	Hyperthermus butylicus DSM5456
416269	core	Actinobacillus pleuropneumoniae 5b L20	Actinobacillus pleuropneumoniae serovar 5b str. L20
416348	core	Halorubrum lacusprofundi	Halorubrum lacusprofundi ATCC49239
416591	core	Thermotoga lettingae	Thermotoga lettingae TMO
416870	core	Lactococcus lactis cremoris	Lactococcus lactis subsp. cremoris MG1363
419610	core	Methylobacterium extorquens PA1	Methylobacterium extorquens PA1
419665	core	Methanococcus aeolicus	Methanococcus aeolicus Nankai-3
419947	periphery	Mycobacterium tuberculosis H37Ra	Mycobacterium tuberculosis H37Ra
420246	core	Geobacillus thermodenitrificans	Geobacillus thermodenitrificans NG80-2
420247	periphery	Methanobrevibacter smithii ATCC35061	Methanobrevibacter smithii ATCC35061
420324	core	Microvirga lupini	Microvirga lupini
420662	core	Methylibium petroleiphilum	Methylibium petroleiphilum PM1
420890	periphery	Lactococcus garvieae Lg2	Lactococcus garvieae Lg2
421052	periphery	Acinetobacter rudis	Acinetobacter rudis CIP 110305
421072	core	Epilithonimonas lactis	Epilithonimonas lactis
421531	core	Chryseobacterium luteum	Chryseobacterium luteum
425104	periphery	Shewanella sediminis	Shewanella sediminis HAW-EB3
425400	periphery	Helicobacter sp. MIT016451	Helicobacter sp. MIT 01-6451
426114	periphery	Thiomonas arsenitoxydans	Thiomonas arsenitoxydans
426117	core	Methylobacterium sp. 446	Methylobacterium sp. 4-46
426355	periphery	Methylobacterium radiotolerans	Methylobacterium radiotolerans JCM 2831
426368	core	Methanococcus maripaludis C7	Methanococcus maripaludis C7
426716	periphery	Nocardia rhamnosiphila	Nocardia rhamnosiphila
428125	core	Clostridium leptum	[Clostridium] leptum DSM753
428126	core	Clostridium spiroforme	[Clostridium] spiroforme DSM1552
428127	core	Eubacterium dolichum	[Eubacterium] dolichum DSM3991
429009	periphery	Ammonifex degensii	Ammonifex degensii KC4
430498	core	Dactylellina haptotyla	Dactylellina haptotyla
430998	periphery	Baudoinia compniacensis	Baudoinia compniacensis
431943	periphery	Clostridium kluyveri	Clostridium kluyveri DSM555
431947	core	Porphyromonas gingivalis ATCC33277	Porphyromonas gingivalis ATCC33277
432096	core	Kazachstania africana	Kazachstania africana
434131	core	Neorickettsia risticii	Neorickettsia risticii str. Illinois
435590	periphery	Bacteroides vulgatus	Bacteroides vulgatus ATCC8482
435591	periphery	Parabacteroides distasonis	Parabacteroides distasonis ATCC8503
435830	periphery	Actinomyces graevenitzii	Actinomyces graevenitzii C83
435832	core	Neisseria mucosa C102	Neisseria mucosa C102
435837	periphery	Staphylococcus hominis C80	Staphylococcus hominis subsp. hominis C80
435838	periphery	Staphylococcus capitis	Staphylococcus capitis C87
435842	periphery	Streptococcus sp. C150	Streptococcus sp. C150
435908	core	Idiomarina salinarum	Idiomarina salinarum
436114	periphery	Sulfurihydrogenibium sp. YO3AOP1	Sulfurihydrogenibium sp. YO3AOP1
436229	periphery	Streptacidiphilus jeojiense	Streptacidiphilus jeojiense
436308	core	Nitrosopumilus maritimus	Nitrosopumilus maritimus SCM1
436717	core	Acinetobacter oleivorans	Acinetobacter oleivorans DR1
438753	core	Azorhizobium caulinodans	Azorhizobium caulinodans ORS 571
439235	core	Desulfatibacillum alkenivorans	Desulfatibacillum alkenivorans AK-01
439292	core	Bacillus selenitireducens	[Bacillus] selenitireducens MLS10
439375	periphery	Ochrobactrum anthropi	Ochrobactrum anthropi ATCC49188
439481	core	Aciduliprofundum boonei	Aciduliprofundum boonei T469
439493	core	Pelagibacter sp. HTCC7211	Candidatus Pelagibacter sp. HTCC7211
439496	core	Rhodobacterales bacterium Y4I	Rhodobacterales bacterium Y4I
439497	periphery	Ruegeria sp. R11	Ruegeria sp. R11
440512	periphery	Pseudomonas sp. Chol1	Pseudomonas sp. Chol1
441620	periphery	Methylobacterium populi	Methylobacterium populi BJ001
441768	core	Acholeplasma laidlawii	Acholeplasma laidlawii PG-8A
441769	core	Bacillus coahuilensis	Bacillus coahuilensis m4-4
443143	periphery	Geobacter sp. M18	Geobacter sp. M18
443144	periphery	Geobacter sp. M21	Geobacter sp. M21
443152	periphery	Marinobacter algicola	Marinobacter algicola DG893
443218	core	Amycolicicoccus subflavus	Amycolicicoccus subflavus DQS3-9A1
443254	core	Marinitoga piezophila	Marinitoga piezophila KA3
443255	core	Streptomyces clavuligerus	Streptomyces clavuligerus ATCC27064
443598	periphery	Bradyrhizobium sp. Cp53	Bradyrhizobium sp. Cp5.3
443906	core	Clavibacter michiganensis NCPPB382	Clavibacter michiganensis subsp. michiganensis NCPPB 382
444157	periphery	Pyrobaculum neutrophilum	Pyrobaculum neutrophilum V24Sta
444158	core	Methanococcus maripaludis C6	Methanococcus maripaludis C6
445335	periphery	Clostridium botulinum NCTC2916	Clostridium botulinum NCTC2916
445961	core	Chryseobacterium soli	Chryseobacterium soli
445970	periphery	Alistipes putredinis	Alistipes putredinis DSM17216
445971	core	Anaerofustis stercorihominis	Anaerofustis stercorihominis DSM17244
445972	core	Anaerotruncus colihominis	Anaerotruncus colihominis DSM17241
445973	core	Intestinibacter bartlettii	Intestinibacter bartlettii DSM16795
445974	periphery	Erysipelatoclostridium ramosum	Erysipelatoclostridium ramosum DSM1402
445975	periphery	Collinsella stercoris	Collinsella stercoris DSM13279
445987	core	Borrelia valaisiana VS116	Borrelia valaisiana VS116
446462	core	Actinosynnema mirum	Actinosynnema mirum DSM43827
446465	core	Brachybacterium faecium	Brachybacterium faecium DSM4810
446466	periphery	Cellulomonas flavigena	Cellulomonas flavigena DSM20109
446468	core	Nocardiopsis dassonvillei	Nocardiopsis dassonvillei subsp. dassonvillei DSM43111
446469	core	Sanguibacter keddieii	Sanguibacter keddieii DSM10542
446470	core	Stackebrandtia nassauensis	Stackebrandtia nassauensis DSM44728
446471	core	Xylanimonas cellulosilytica	Xylanimonas cellulosilytica DSM15894
448385	periphery	Sorangium cellulosum So ce56	Sorangium cellulosum So ce56
449447	core	Microcystis aeruginosa	Microcystis aeruginosa NIES-843
449673	periphery	Bacteroides stercoris	Bacteroides stercoris ATCC43183
450380	periphery	Microbacterium profundi	Microbacterium profundi
450851	core	Phenylobacterium zucineum	Phenylobacterium zucineum HLK1
452471	core	Amoebophilus asiaticus	Candidatus Amoebophilus asiaticus 5a2
452637	core	Opitutus terrae	Opitutus terrae PB90-1
452638	periphery	Polynucleobacter necessarius STIR1	Polynucleobacter necessarius subsp. necessarius STIR1
452652	core	Kitasatospora setae	Kitasatospora setae KM-6054
452659	periphery	Rickettsia rickettsii	Rickettsia rickettsii str. Iowa
452662	periphery	Sphingobium japonicum UT26S	Sphingobium japonicum UT26S
452863	core	Arthrobacter chlorophenolicus	Arthrobacter chlorophenolicus A6
453591	core	Ignicoccus hospitalis	Ignicoccus hospitalis KIN4/I
454957	periphery	Xanthomonas arboricola	Xanthomonas arboricola pv. celebensis
455436	periphery	Glaciecola sp. HTCC2999	Glaciecola sp. HTCC2999
455632	core	Streptomyces griseus	Streptomyces griseus subsp. griseus NBRC 13350
456320	core	Methanococcus voltae	Methanococcus voltae A3
456442	periphery	Methanoregula boonei	Methanoregula boonei 6A8
457396	periphery	Clostridium sp. 7243FAA	Clostridium sp. 7_2_43FAA
457398	periphery	Desulfovibrio sp. 31syn3	Desulfovibrio sp. 3_1_syn3
457405	periphery	Fusobacterium nucleatum animalis	Fusobacterium nucleatum subsp. animalis 7_1
457412	core	Ruminococcus sp. 5139BFAA	Ruminococcus sp. 5_1_39BFAA
457415	core	Synergistes sp. 31syn1	Synergistes sp. 3_1_syn1
457421	periphery	Clostridiales bacterium 1747FAA	Clostridiales bacterium 1_7_47FAA
457424	periphery	Bacteroides fragilis 3112	Bacteroides fragilis 3_1_12
457425	periphery	Streptomyces albus J1074	Streptomyces albus J1074
457429	periphery	Streptomyces pristinaespiralis	Streptomyces pristinaespiralis ATCC25486
457570	core	Natranaerobius thermophilus	Natranaerobius thermophilus JW/NM-WN-LF
458233	core	Macrococcus caseolyticus	Macrococcus caseolyticus JCSC5402
458817	core	Shewanella halifaxensis	Shewanella halifaxensis HAW-EB4
459349	core	Cloacimonas acidaminovorans	Candidatus Cloacimonas acidaminovorans str. Evry
459495	periphery	Arthrospira platensis C1	Arthrospira platensis C1
460265	periphery	Methylobacterium nodulans	Methylobacterium nodulans ORS 2060
463191	periphery	Streptomyces sviceus	Streptomyces sviceus ATCC29083
465515	core	Micrococcus luteus NCTC 2665	Micrococcus luteus NCTC 2665
465541	periphery	Streptomyces sp. Mg1	Streptomyces sp. Mg1
465817	core	Erwinia tasmaniensis	Erwinia tasmaniensis Et1/99
466038	periphery	Pelagibacter ubique HTCC8051	Candidatus Pelagibacter ubique HTCC8051
466088	periphery	Acinetobacter sp. Ver3	Acinetobacter sp. Ver3
467200	periphery	Streptomyces griseoflavus	Streptomyces griseoflavus Tu4000
467661	core	Rhodobacteraceae bacterium KLH11	Rhodobacteraceae bacterium KLH11
467705	periphery	Streptococcus gordonii	Streptococcus gordonii str. Challis substr. CH1
468059	periphery	Pedobacter oryzae	Pedobacter oryzae DSM19973
468556	periphery	Gordonia kroppenstedtii	Gordonia kroppenstedtii DSM45133
469008	periphery	Escherichia coli BL21	Escherichia coli BL21(DE3)
469371	periphery	Thermobispora bispora	Thermobispora bispora DSM43833
469378	core	Cryptobacterium curtum	Cryptobacterium curtum DSM15641
469381	core	Dethiosulfovibrio peptidovorans	Dethiosulfovibrio peptidovorans DSM11002
469382	periphery	Halogeometricum borinquense	Halogeometricum borinquense DSM11551
469383	core	Conexibacter woesei DSM14684	Conexibacter woesei DSM14684
469595	periphery	Citrobacter sp. 302	Citrobacter sp. 30_2
469596	core	Coprobacillus sp. 291	Coprobacillus sp. 29_1
469604	periphery	Fusobacterium nucleatum vincentii 3136A2	Fusobacterium nucleatum subsp. vincentii 3_1_36A2
469606	periphery	Fusobacterium nucleatum vincentii 4113	Fusobacterium nucleatum subsp. vincentii 4_1_13
469609	periphery	Streptococcus sp. 2136FAA	Streptococcus sp. 2_1_36FAA
469610	periphery	Burkholderiales bacterium 1147	Burkholderiales bacterium 1_1_47
469615	core	Fusobacterium gonidiaformans	Fusobacterium gonidiaformans ATCC25563
469616	core	Fusobacterium mortiferum	Fusobacterium mortiferum ATCC9817
469617	core	Fusobacterium ulcerans	Fusobacterium ulcerans ATCC49185
469618	core	Fusobacterium varium	Fusobacterium varium ATCC27725
470145	periphery	Bacteroides coprocola	Bacteroides coprocola DSM17136
470704	periphery	Cladophialophora yegresii	Cladophialophora yegresii
471223	core	Geobacillus sp. WCH70	Geobacillus sp. WCH70
471852	periphery	Thermomonospora curvata	Thermomonospora curvata DSM43183
471853	core	Beutenbergia cavernae	Beutenbergia cavernae DSM12333
471854	core	Dyadobacter fermentans	Dyadobacter fermentans DSM18053
471855	core	Slackia heliotrinireducens	Slackia heliotrinireducens DSM20476
471856	core	Jonesia denitrificans	Jonesia denitrificans DSM20603
471857	periphery	Saccharomonospora viridis	Saccharomonospora viridis DSM43017
471870	periphery	Bacteroides intestinalis	Bacteroides intestinalis DSM17393
471874	core	Providencia stuartii	Providencia stuartii ATCC25827
471875	periphery	Ruminococcus lactaris	Ruminococcus lactaris ATCC29176
471881	periphery	Proteus penneri	Proteus penneri ATCC35198
472175	periphery	Nitratireductor basaltis	Nitratireductor basaltis
472759	periphery	Nitrosococcus halophilus	Nitrosococcus halophilus Nc 4
474922	periphery	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides
476272	core	Blautia hydrogenotrophica	Blautia hydrogenotrophica DSM10507
477184	periphery	Achromobacter arsenitoxydans	Achromobacter arsenitoxydans SY8
477228	periphery	Pseudomonas stutzeri TS44	Pseudomonas stutzeri TS44
477641	periphery	Modestobacter marinus	Modestobacter marinus
477974	core	Desulforudis audaxviator	Candidatus Desulforudis audaxviator MP104C
478741	periphery	Verrucomicrobia bacterium LP2A	Verrucomicrobia bacterium LP2A
478749	core	Marvinbryantia formatexigens	Marvinbryantia formatexigens DSM14469
478801	core	Kytococcus sedentarius	Kytococcus sedentarius DSM20547
479431	core	Nakamurella multipartita	Nakamurella multipartita DSM44233
479432	core	Streptosporangium roseum	Streptosporangium roseum DSM43021
479433	core	Catenulispora acidiphila	Catenulispora acidiphila DSM44928
479434	core	Sphaerobacter thermophilus	Sphaerobacter thermophilus DSM20745
479435	core	Kribbella flavida	Kribbella flavida DSM17836
479436	periphery	Veillonella parvula	Veillonella parvula DSM2008
479437	periphery	Eggerthella lenta	Eggerthella lenta DSM2243
481448	core	Methylacidiphilum infernorum	Methylacidiphilum infernorum V4
481805	periphery	Escherichia coli ATCC8739	Escherichia coli ATCC8739
482234	periphery	Streptococcus canis	Streptococcus canis FSL Z3-227
482537	periphery	Galeopterus variegatus	Galeopterus variegatus
483215	periphery	Bacteroides finegoldii	Bacteroides finegoldii DSM17565
483216	core	Bacteroides eggerthii	Bacteroides eggerthii DSM20697
483218	core	Bacteroides pectinophilus	[Bacteroides] pectinophilus ATCC43243
483219	periphery	Myxococcus fulvus	Myxococcus fulvus HW-1
484018	periphery	Bacteroides plebeius	Bacteroides plebeius DSM17135
484019	core	Thermosipho africanus	Thermosipho africanus TCF52B
484022	periphery	Francisella philomiragia	Francisella philomiragia subsp. philomiragia ATCC25017
484770	core	Pelosinus sp. UFO1	Pelosinus sp. UFO1
485913	core	Ktedonobacter racemifer	Ktedonobacter racemifer DSM44963
485914	core	Halomicrobium mukohataei	Halomicrobium mukohataei DSM12286
485915	core	Desulfohalobium retbaense	Desulfohalobium retbaense DSM5692
485916	periphery	Desulfotomaculum acetoxidans	Desulfotomaculum acetoxidans DSM771
485917	core	Pedobacter heparinus	Pedobacter heparinus DSM2366
485918	core	Chitinophaga pinensis	Chitinophaga pinensis DSM2588
487316	periphery	Acinetobacter soli	Acinetobacter soli
487521	periphery	Mycobacterium intracellulare	Mycobacterium intracellulare ATCC13950
487796	core	Flavobacteria bacterium MS0242A	Flavobacteria bacterium MS024-2A
488538	core	Puniceispirillum marinum	Candidatus Puniceispirillum marinum IMCC1322
489653	periphery	Neisseria lactamica	Neisseria lactamica 020-06
489825	core	Moorea producens	Moorea producens 3L
490899	periphery	Desulfurococcus kamchatkensis	Desulfurococcus kamchatkensis 1221n
491205	periphery	Chryseobacterium hispalense	Chryseobacterium hispalense DSM25574
491915	core	Anoxybacillus flavithermus WK1	Anoxybacillus flavithermus WK1
491916	periphery	Rhizobium etli CIAT652	Rhizobium etli CIAT 652
491952	periphery	Marinomonas posidonica	Marinomonas posidonica IVIA-Po-181
492774	periphery	Rhizobium alamii	Rhizobium alamii
493475	periphery	Glaciecola arctica	Glaciecola arctica BSs20135
494416	periphery	Psychrobacter sp. TB15	Psychrobacter sp. TB15
494419	periphery	Arthrobacter sp. TB23	Arthrobacter sp. TB 23
496833	periphery	Mycoplasma fermentans	Mycoplasma fermentans PG18
497321	periphery	Thauera sp. 63	Thauera sp. 63
497964	core	Chthoniobacter flavus	Chthoniobacter flavus Ellin428
497965	periphery	Cyanothece sp. PCC7822	Cyanothece sp. PCC7822
498211	core	Cellvibrio japonicus	Cellvibrio japonicus Ueda107
498742	core	Borrelia spielmanii	Borrelia spielmanii A14S
498761	core	Heliobacterium modesticaldum	Heliobacterium modesticaldum Ice1
498848	core	Thermus aquaticus	Thermus aquaticus Y51MC23
500153	periphery	Streptomyces avicenniae	Streptomyces avicenniae
500632	core	Tyzzerella nexilis	Tyzzerella nexilis DSM1787
500633	periphery	Clostridium hiranonis	[Clostridium] hiranonis DSM13275
500635	core	Mitsuokella multacida	Mitsuokella multacida DSM20544
500637	core	Providencia rustigianii	Providencia rustigianii DSM4541
500640	periphery	Citrobacter youngae	Citrobacter youngae ATCC29220
501479	core	Citreicella sp. SE45	Citreicella sp. SE45
502025	core	Haliangium ochraceum	Haliangium ochraceum DSM14365
502347	core	Escherichia albertii TW07627	Escherichia albertii TW07627
502558	periphery	Eggerthella sp. YY7918	Eggerthella sp. YY7918
504472	core	Spirosoma linguale	Spirosoma linguale DSM74
504474	periphery	Corynebacterium urealyticum	Corynebacterium urealyticum DSM7109
504487	core	Jejuia pallidilutea	Jejuia pallidilutea
504728	core	Meiothermus ruber	Meiothermus ruber DSM1279
504832	core	Oligotropha carboxidovorans	Oligotropha carboxidovorans OM5
506534	core	Rheinheimera sp. A13L	Rheinheimera sp. A13L
509190	periphery	Caulobacter segnis	Caulobacter segnis ATCC21756
509191	core	Acetivibrio cellulolyticus	Acetivibrio cellulolyticus CD2
509635	periphery	Pedobacter sp. V48	Pedobacter sp. V48
511051	core	Caldisericum exile	Caldisericum exile AZM16c01
511062	core	Oceanimonas sp. GK1	Oceanimonas sp. GK1
511145	core	Escherichia coli K12 MG1655	Escherichia coli str. K-12 substr. MG1655
511437	periphery	Lactobacillus buchneri NRRLB30929	Lactobacillus buchneri NRRL B-30929
511680	periphery	Butyrivibrio crossotus	Butyrivibrio crossotus DSM2876
511995	core	Azobacteroides pseudotrichonymphae	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
512564	periphery	Mycoplasma crocodyli	Mycoplasma crocodyli MP145
512565	periphery	Actinoplanes missouriensis	Actinoplanes missouriensis 431
515618	core	Riesia pediculicola	Candidatus Riesia pediculicola USDA
515620	core	Eubacterium eligens	[Eubacterium] eligens ATCC27750
515622	core	Butyrivibrio proteoclasticus B316	Butyrivibrio proteoclasticus B316
515635	periphery	Dictyoglomus turgidum	Dictyoglomus turgidum DSM6724
517417	periphery	Chlorobaculum parvum	Chlorobaculum parvum NCIB 8327
517418	core	Chloroherpeton thalassium	Chloroherpeton thalassium ATCC35110
517433	periphery	Pantoea sp. aB	Pantoea sp. aB
517722	periphery	Citromicrobium sp. JLT1363	Citromicrobium sp. JLT1363
518635	periphery	Bifidobacterium angulatum	Bifidobacterium angulatum DSM20098
518637	core	Holdemanella biformis	Holdemanella biformis DSM3989
518766	core	Rhodothermus marinus	Rhodothermus marinus DSM4252
519441	core	Streptobacillus moniliformis	Streptobacillus moniliformis DSM12112
519442	core	Halorhabdus utahensis	Halorhabdus utahensis DSM12940
519989	periphery	Ectothiorhodospira sp. PHS1	Ectothiorhodospira sp. PHS-1
520709	periphery	Acinetobacter sp. NIPH973	Acinetobacter sp. NIPH 973
520999	periphery	Providencia alcalifaciens	Providencia alcalifaciens DSM30120
521000	periphery	Providencia rettgeri DSM1131	Providencia rettgeri DSM1131
521003	core	Collinsella intestinalis	Collinsella intestinalis DSM13280
521010	periphery	Borrelia bissettii	Borrelia bissettii DN127
521011	core	Methanosphaerula palustris	Methanosphaerula palustris E1-9c
521045	core	Kosmotoga olearia	Kosmotoga olearia TBF 19.5.1
521095	periphery	Atopobium parvulum	Atopobium parvulum DSM20469
521096	periphery	Tsukamurella paurometabola	Tsukamurella paurometabola DSM20162
521097	core	Capnocytophaga ochracea DSM7271	Capnocytophaga ochracea DSM7271
521098	core	Alicyclobacillus acidocaldarius DSM446	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM446
521393	periphery	Actinomyces timonensis	Actinomyces timonensis DSM23838
521460	core	Caldicellulosiruptor bescii	Caldicellulosiruptor bescii DSM6725
521674	periphery	Planctomyces limnophilus	Planctomyces limnophilus DSM3776
521719	periphery	Pseudomonas caeni	Pseudomonas caeni DSM24390
522306	core	Accumulibacter phosphatis	Candidatus Accumulibacter phosphatis clade IIA str. UW-1
522373	core	Stenotrophomonas maltophilia K279a	Stenotrophomonas maltophilia K279a
522772	core	Denitrovibrio acetiphilus	Denitrovibrio acetiphilus DSM12809
523791	core	Kangiella koreensis	Kangiella koreensis DSM16069
523794	core	Leptotrichia buccalis	Leptotrichia buccalis C-1013-b
523841	periphery	Haloferax mediterranei	Haloferax mediterranei ATCC33500
523845	periphery	Methanothermococcus thermolithotrophicus	Methanothermococcus thermolithotrophicus DSM2095
523850	core	Thermococcus onnurineus	Thermococcus onnurineus NA1
525146	core	Desulfovibrio desulfuricans ATCC27774	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC27774
525244	periphery	Acinetobacter sp. ATCC27244	Acinetobacter sp. ATCC27244
525245	periphery	Actinomyces coleocanis	Actinomyces coleocanis DSM15436
525246	periphery	Actinomyces urogenitalis DSM15434	Actinomyces urogenitalis DSM15434
525254	periphery	Anaerococcus lactolyticus ATCC51172	Anaerococcus lactolyticus ATCC51172
525255	periphery	Anaerococcus tetradius	Anaerococcus tetradius ATCC35098
525256	periphery	Atopobium vaginae DSM15829	Atopobium vaginae DSM15829
525257	core	Chryseobacterium gleum	Chryseobacterium gleum ATCC35910
525260	periphery	Corynebacterium accolens	Corynebacterium accolens ATCC49725
525263	periphery	Corynebacterium lipophiloflavum	Corynebacterium lipophiloflavum DSM44291
525264	periphery	Corynebacterium pseudogenitalium	Corynebacterium pseudogenitalium ATCC33035
525268	periphery	Corynebacterium striatum	Corynebacterium striatum ATCC6940
525282	periphery	Finegoldia magna ATCC53516	Finegoldia magna ATCC53516
525309	periphery	Lactobacillus antri	Lactobacillus antri DSM16041
525318	periphery	Lactobacillus buchneri ATCC11577	Lactobacillus buchneri ATCC11577
525365	periphery	Lactobacillus ultunensis	Lactobacillus ultunensis DSM16047
525367	periphery	Listeria grayi	Listeria grayi DSM20601
525368	periphery	Mycobacterium parascrofulaceum	Mycobacterium parascrofulaceum ATCC BAA-614
525373	core	Sphingobacterium spiritivorum	Sphingobacterium spiritivorum ATCC33861
525378	periphery	Staphylococcus caprae	Staphylococcus caprae M23864:W1
