id	name	expression_neuroexclusivity
238	ENSP00000259455	0.9874279626515343
239	ENSP00000354511	0.3036378299653028
240	ENSP00000264110	0.4836410637331156
241	ENSP00000364349	0.35086380425506963
242	ENSP00000229795	0.25999435719181724
243	ENSP00000304643	0.19139663617286423
244	ENSP00000377353	0.8577457868300095
245	ENSP00000354859	0.9054649897479079
246	ENSP00000373169	0.9543973941368079
247	ENSP00000176183	0.473476268605774
248	ENSP00000306129	0.8705310024955207
249	ENSP00000305742	0.46542623710995473
250	ENSP00000334051	0.7580405470629277
251	ENSP00000375080	0.4487371974427604
252	ENSP00000222330	0.4331971763030152
253	ENSP00000324806	0.6166864163678585
254	ENSP00000408979	0.905478926166691
255	ENSP00000307078	0.40410662432294614
256	ENSP00000393379	0.964599840518676
257	ENSP00000384517	0.38525561453433055
258	ENSP00000403701	0.35767103559642394
259	ENSP00000252939	0.9847168945210256
260	ENSP00000369689	9.133688659193537e-4
261	ENSP00000326031	0.24885702067854643
262	ENSP00000378769	0.34058099326553776
263	ENSP00000341779	0.3573505663080962
264	ENSP00000261475	0.47376668300586217
265	ENSP00000418447	0.44866456108600344
266	ENSP00000221138	0.493403373146187
267	ENSP00000324804	0.4023228566670464
268	ENSP00000311344	0.3478304284250104
269	ENSP00000325074	0.3774167264588385
270	ENSP00000377936	0.9257255307990448
271	ENSP00000335083	0.7785709590185316
272	ENSP00000264977	0.4381086967574925
273	ENSP00000261461	0.2006781771040846
274	ENSP00000164133	0.5706580411633428
275	ENSP00000412324	0.3868591606051419
276	ENSP00000417963	0.41089648066043716
277	ENSP00000337641	0.567533244979216
278	ENSP00000399970	0.41568254604324284
279	ENSP00000378974	0.5911798517437868
280	ENSP00000333685	0.703885674799233
281	ENSP00000394560	0.5401903759274859
282	ENSP00000352157	0.8172941920677604
283	ENSP00000211287	0.130792461882744
284	ENSP00000215659	0.5072391015935466
285	ENSP00000303540	0.9672653854153308
286	ENSP00000270349	0.80990903703425
287	ENSP00000370571	0.42786900222086754
288	ENSP00000315299	0.0043489070842516455
289	ENSP00000254079	0.6652450251099223
290	ENSP00000419081	0.48926758853574254
291	ENSP00000308741	0.4146792964754191
292	ENSP00000396045	0.613566715456102
293	ENSP00000371886	0.4120092384177765
294	ENSP00000407546	0.528625366267208
295	ENSP00000349467	0.6430454970302221
296	ENSP00000272298	0.5590384831323454
297	ENSP00000291295	0.6711207662788103
298	top	0
299	bot	0
